error_mean error_std nr_incoherent_ffl nr_neg_feed
1.430000000000000071e+01 1.300000000000000044e+00 1.190000000000000000e+02 7.000000000000000000e+01
1.388000000000000078e+01 1.227028932014237350e+00 1.110000000000000000e+02 6.900000000000000000e+01
1.417999999999999972e+01 1.052425769353829699e+00 1.400000000000000000e+02 5.500000000000000000e+01
1.466000000000000014e+01 1.258729518204764863e+00 1.460000000000000000e+02 8.800000000000000000e+01
1.456000000000000050e+01 1.373462777071151608e+00 1.360000000000000000e+02 8.000000000000000000e+01
1.482000000000000028e+01 1.275774274705364864e+00 1.270000000000000000e+02 7.800000000000000000e+01
1.450000000000000000e+01 1.360147050873544261e+00 1.390000000000000000e+02 8.100000000000000000e+01
1.441999999999999993e+01 1.184736257569591000e+00 1.420000000000000000e+02 8.600000000000000000e+01
1.430000000000000071e+01 1.268857754044951935e+00 9.300000000000000000e+01 7.000000000000000000e+01
1.440000000000000036e+01 1.232882800593795292e+00 1.360000000000000000e+02 8.500000000000000000e+01
1.466000000000000014e+01 1.350703520392243506e+00 1.420000000000000000e+02 8.400000000000000000e+01
1.435999999999999943e+01 1.109233969908963724e+00 1.000000000000000000e+02 7.800000000000000000e+01
1.474000000000000021e+01 1.382895513045002467e+00 1.260000000000000000e+02 7.300000000000000000e+01
1.424000000000000021e+01 1.320000000000000062e+00 1.110000000000000000e+02 7.700000000000000000e+01
1.450000000000000000e+01 1.220655561573370296e+00 1.290000000000000000e+02 8.100000000000000000e+01
1.438000000000000078e+01 1.481755715359316605e+00 1.330000000000000000e+02 8.000000000000000000e+01
1.424000000000000021e+01 1.241933975700801884e+00 1.100000000000000000e+02 6.100000000000000000e+01
1.432000000000000028e+01 1.190630085290977247e+00 1.270000000000000000e+02 8.300000000000000000e+01
1.493999999999999950e+01 1.447895023819061100e+00 1.330000000000000000e+02 8.700000000000000000e+01
1.443999999999999950e+01 1.235475616918440211e+00 1.010000000000000000e+02 5.000000000000000000e+01
1.417999999999999972e+01 1.337011593068661242e+00 1.190000000000000000e+02 6.600000000000000000e+01
1.411999999999999922e+01 1.243221621433604263e+00 1.120000000000000000e+02 7.900000000000000000e+01
1.482000000000000028e+01 1.366601624468520626e+00 1.340000000000000000e+02 8.300000000000000000e+01
1.538000000000000078e+01 1.369525465261599351e+00 1.390000000000000000e+02 8.900000000000000000e+01
1.453999999999999915e+01 1.117318217877073749e+00 1.410000000000000000e+02 8.600000000000000000e+01
1.443999999999999950e+01 1.134195750300626138e+00 1.120000000000000000e+02 6.500000000000000000e+01
1.461999999999999922e+01 1.198165264060012669e+00 1.020000000000000000e+02 7.300000000000000000e+01
1.396000000000000085e+01 1.182539639927558506e+00 1.130000000000000000e+02 6.000000000000000000e+01
1.427999999999999936e+01 1.562561998769968818e+00 1.240000000000000000e+02 5.900000000000000000e+01
1.440000000000000036e+01 1.296148139681571942e+00 1.130000000000000000e+02 7.600000000000000000e+01
1.440000000000000036e+01 1.311487704860400116e+00 1.260000000000000000e+02 7.600000000000000000e+01
1.419999999999999929e+01 1.356465996625053849e+00 1.010000000000000000e+02 7.600000000000000000e+01
1.408000000000000007e+01 1.213919272439481389e+00 1.060000000000000000e+02 7.900000000000000000e+01
1.451999999999999957e+01 1.220491704191388527e+00 1.310000000000000000e+02 8.600000000000000000e+01
1.506000000000000050e+01 1.592607924129476382e+00 1.330000000000000000e+02 8.800000000000000000e+01
1.477999999999999936e+01 1.221310771261762129e+00 1.240000000000000000e+02 7.600000000000000000e+01
1.458000000000000007e+01 1.386939075806864707e+00 1.410000000000000000e+02 8.200000000000000000e+01
1.388000000000000078e+01 1.305986217385160630e+00 1.220000000000000000e+02 7.900000000000000000e+01
1.506000000000000050e+01 1.347738847106515703e+00 1.360000000000000000e+02 7.800000000000000000e+01
1.496000000000000085e+01 1.399428454762871921e+00 1.120000000000000000e+02 8.400000000000000000e+01
1.464000000000000057e+01 1.162067123706716165e+00 1.190000000000000000e+02 8.200000000000000000e+01
1.440000000000000036e+01 1.296148139681571942e+00 1.310000000000000000e+02 8.200000000000000000e+01
1.427999999999999936e+01 1.166876171665185868e+00 1.280000000000000000e+02 8.700000000000000000e+01
1.453999999999999915e+01 1.445129751960009923e+00 1.210000000000000000e+02 7.800000000000000000e+01
1.422000000000000064e+01 1.171153277756588063e+00 1.320000000000000000e+02 4.500000000000000000e+01
1.450000000000000000e+01 9.219544457292887518e-01 1.270000000000000000e+02 8.600000000000000000e+01
1.400000000000000000e+01 1.549193338482966809e+00 1.040000000000000000e+02 6.500000000000000000e+01
1.408000000000000007e+01 1.036146707759089347e+00 1.160000000000000000e+02 6.600000000000000000e+01
1.464000000000000057e+01 1.261110621634755846e+00 1.310000000000000000e+02 5.300000000000000000e+01
1.456000000000000050e+01 1.235475616918440211e+00 1.310000000000000000e+02 8.300000000000000000e+01
1.396000000000000085e+01 8.935323161475470233e-01 1.270000000000000000e+02 5.700000000000000000e+01
1.427999999999999936e+01 1.132077735846792388e+00 1.160000000000000000e+02 8.000000000000000000e+01
1.464000000000000057e+01 1.452721583786790172e+00 1.320000000000000000e+02 7.400000000000000000e+01
1.348000000000000043e+01 1.024499877989255792e+00 1.070000000000000000e+02 5.200000000000000000e+01
1.467999999999999972e+01 1.489160837518902714e+00 1.170000000000000000e+02 7.000000000000000000e+01
1.391999999999999993e+01 1.110675470153185573e+00 1.090000000000000000e+02 6.900000000000000000e+01
1.433999999999999986e+01 1.380000000000000115e+00 1.390000000000000000e+02 7.800000000000000000e+01
1.441999999999999993e+01 1.372443077143820966e+00 1.180000000000000000e+02 6.400000000000000000e+01
1.446000000000000085e+01 1.329812016790343110e+00 1.220000000000000000e+02 5.400000000000000000e+01
1.416000000000000014e+01 1.189285499785480482e+00 1.030000000000000000e+02 7.500000000000000000e+01
1.446000000000000085e+01 1.402996792583646624e+00 1.240000000000000000e+02 7.100000000000000000e+01
1.414000000000000057e+01 1.536359332968690650e+00 1.270000000000000000e+02 8.100000000000000000e+01
1.424000000000000021e+01 1.320000000000000062e+00 1.170000000000000000e+02 7.400000000000000000e+01
1.393999999999999950e+01 1.223274294669842277e+00 9.700000000000000000e+01 4.400000000000000000e+01
1.417999999999999972e+01 1.177964345810177615e+00 1.240000000000000000e+02 6.200000000000000000e+01
1.466000000000000014e+01 1.226539848516956965e+00 1.240000000000000000e+02 8.600000000000000000e+01
1.435999999999999943e+01 1.352922762023021086e+00 1.330000000000000000e+02 7.900000000000000000e+01
1.443999999999999950e+01 1.283121194587635294e+00 1.160000000000000000e+02 5.500000000000000000e+01
1.467999999999999972e+01 1.139122469271851346e+00 1.090000000000000000e+02 6.600000000000000000e+01
1.448000000000000043e+01 1.374627222195166532e+00 1.060000000000000000e+02 7.200000000000000000e+01
1.443999999999999950e+01 1.387948125831797830e+00 1.210000000000000000e+02 7.200000000000000000e+01
1.409999999999999964e+01 1.153256259467079659e+00 9.900000000000000000e+01 7.600000000000000000e+01
1.425999999999999979e+01 1.411523999087511250e+00 9.700000000000000000e+01 7.300000000000000000e+01
1.461999999999999922e+01 1.214742771124817100e+00 1.220000000000000000e+02 8.600000000000000000e+01
1.408000000000000007e+01 1.180508365069896426e+00 1.190000000000000000e+02 7.100000000000000000e+01
1.367999999999999972e+01 1.139122469271851346e+00 1.150000000000000000e+02 6.000000000000000000e+01
1.424000000000000021e+01 1.289340916902895762e+00 9.700000000000000000e+01 7.300000000000000000e+01
1.459999999999999964e+01 1.562049935181330840e+00 1.280000000000000000e+02 7.800000000000000000e+01
1.506000000000000050e+01 1.138595626199222721e+00 9.900000000000000000e+01 6.600000000000000000e+01
1.466000000000000014e+01 1.504792344478134369e+00 1.370000000000000000e+02 7.100000000000000000e+01
1.374000000000000021e+01 1.368356678647785873e+00 1.060000000000000000e+02 6.900000000000000000e+01
1.456000000000000050e+01 1.373462777071151608e+00 1.070000000000000000e+02 5.600000000000000000e+01
1.367999999999999972e+01 1.085172797300042902e+00 1.230000000000000000e+02 4.300000000000000000e+01
1.488000000000000078e+01 1.351147660324363065e+00 1.170000000000000000e+02 7.000000000000000000e+01
1.422000000000000064e+01 1.803219343285780152e+00 1.020000000000000000e+02 7.500000000000000000e+01
1.375999999999999979e+01 1.158619868636819206e+00 9.300000000000000000e+01 5.700000000000000000e+01
1.448000000000000043e+01 1.236769986699224555e+00 1.300000000000000000e+02 5.200000000000000000e+01
1.419999999999999929e+01 1.216552506059644045e+00 1.260000000000000000e+02 5.600000000000000000e+01
1.361999999999999922e+01 1.093434954626931521e+00 9.500000000000000000e+01 4.800000000000000000e+01
1.385999999999999943e+01 1.296302433847904334e+00 1.050000000000000000e+02 5.800000000000000000e+01
1.401999999999999957e+01 1.140000000000000124e+00 1.230000000000000000e+02 6.400000000000000000e+01
1.372000000000000064e+01 1.281249390243757391e+00 1.200000000000000000e+02 6.500000000000000000e+01
1.388000000000000078e+01 1.290581264392134164e+00 1.110000000000000000e+02 7.800000000000000000e+01
1.350000000000000000e+01 1.100000000000000089e+00 8.800000000000000000e+01 7.500000000000000000e+01
1.417999999999999972e+01 1.160861748874515875e+00 1.020000000000000000e+02 6.300000000000000000e+01
1.390000000000000036e+01 1.252996408614166723e+00 1.050000000000000000e+02 6.600000000000000000e+01
1.435999999999999943e+01 1.072567014223353654e+00 1.370000000000000000e+02 5.300000000000000000e+01
1.388000000000000078e+01 1.305986217385160630e+00 1.290000000000000000e+02 7.700000000000000000e+01
1.406000000000000050e+01 1.332816566523691071e+00 1.140000000000000000e+02 6.500000000000000000e+01
1.390000000000000036e+01 1.081665382639196649e+00 1.290000000000000000e+02 7.800000000000000000e+01
1.372000000000000064e+01 1.166876171665185646e+00 1.190000000000000000e+02 7.800000000000000000e+01
1.411999999999999922e+01 1.259206099095775633e+00 1.110000000000000000e+02 5.600000000000000000e+01
1.441999999999999993e+01 1.150478161461572446e+00 1.150000000000000000e+02 6.300000000000000000e+01
1.472000000000000064e+01 1.442775103749714738e+00 1.240000000000000000e+02 7.100000000000000000e+01
1.446000000000000085e+01 1.417180299044549896e+00 1.090000000000000000e+02 7.600000000000000000e+01
1.359999999999999964e+01 1.280624847486569795e+00 1.100000000000000000e+02 4.800000000000000000e+01
1.450000000000000000e+01 1.315294643796590446e+00 1.250000000000000000e+02 8.400000000000000000e+01
1.383999999999999986e+01 1.172348071180227658e+00 1.210000000000000000e+02 5.200000000000000000e+01
1.427999999999999936e+01 1.183891886955899420e+00 1.180000000000000000e+02 6.200000000000000000e+01
1.322000000000000064e+01 1.082404730218784694e+00 8.700000000000000000e+01 6.400000000000000000e+01
1.325999999999999979e+01 1.338805437694364997e+00 9.400000000000000000e+01 5.600000000000000000e+01
1.408000000000000007e+01 1.278123624693636495e+00 1.120000000000000000e+02 8.300000000000000000e+01
1.427999999999999936e+01 1.217209924376235097e+00 1.090000000000000000e+02 7.800000000000000000e+01
1.456000000000000050e+01 1.298614646459834265e+00 1.320000000000000000e+02 7.800000000000000000e+01
1.450000000000000000e+01 1.345362404707371118e+00 1.390000000000000000e+02 5.400000000000000000e+01
1.475999999999999979e+01 1.783928249678220501e+00 1.160000000000000000e+02 5.500000000000000000e+01
1.411999999999999922e+01 1.423235749972575626e+00 9.100000000000000000e+01 7.000000000000000000e+01
1.377999999999999936e+01 1.652755275290325621e+00 1.030000000000000000e+02 5.400000000000000000e+01
1.417999999999999972e+01 1.244025723206718670e+00 1.060000000000000000e+02 7.200000000000000000e+01
1.416000000000000014e+01 1.046135746449761594e+00 1.150000000000000000e+02 7.200000000000000000e+01
1.401999999999999957e+01 1.086093918590837148e+00 9.900000000000000000e+01 6.100000000000000000e+01
1.391999999999999993e+01 1.659397481015323139e+00 1.080000000000000000e+02 7.600000000000000000e+01
1.409999999999999964e+01 9.643650760992953375e-01 1.020000000000000000e+02 6.800000000000000000e+01
1.477999999999999936e+01 9.651942809610922769e-01 1.160000000000000000e+02 7.500000000000000000e+01
1.424000000000000021e+01 1.320000000000000062e+00 1.220000000000000000e+02 8.100000000000000000e+01
1.346000000000000085e+01 1.169786305271180771e+00 1.140000000000000000e+02 5.900000000000000000e+01
1.430000000000000071e+01 1.081665382639196649e+00 1.140000000000000000e+02 8.200000000000000000e+01
1.332000000000000028e+01 1.047664068296703554e+00 1.100000000000000000e+02 7.300000000000000000e+01
1.406000000000000050e+01 1.223274294669842277e+00 8.000000000000000000e+01 6.300000000000000000e+01
1.459999999999999964e+01 1.371130920080208870e+00 1.120000000000000000e+02 6.700000000000000000e+01
1.301999999999999957e+01 1.174563748802081919e+00 1.030000000000000000e+02 7.500000000000000000e+01
1.414000000000000057e+01 1.428425706853527544e+00 7.800000000000000000e+01 5.100000000000000000e+01
1.403999999999999915e+01 1.370547335920945020e+00 1.280000000000000000e+02 5.900000000000000000e+01
1.401999999999999957e+01 9.693296652842107175e-01 8.100000000000000000e+01 5.700000000000000000e+01
1.351999999999999957e+01 9.846826900072936928e-01 1.230000000000000000e+02 4.300000000000000000e+01
1.425999999999999979e+01 1.338805437694364775e+00 1.170000000000000000e+02 7.000000000000000000e+01
1.396000000000000085e+01 1.399428454762871921e+00 9.800000000000000000e+01 7.500000000000000000e+01
1.369999999999999929e+01 1.204159457879229400e+00 8.800000000000000000e+01 5.500000000000000000e+01
1.356000000000000050e+01 1.329059818066892218e+00 8.200000000000000000e+01 4.600000000000000000e+01
1.396000000000000085e+01 1.295530779256131693e+00 1.140000000000000000e+02 5.700000000000000000e+01
1.380000000000000071e+01 1.523154621172781553e+00 8.400000000000000000e+01 3.900000000000000000e+01
1.374000000000000021e+01 1.245953450173801880e+00 1.050000000000000000e+02 5.800000000000000000e+01
1.382000000000000028e+01 1.321968229572859199e+00 1.300000000000000000e+02 7.700000000000000000e+01
1.383999999999999986e+01 1.346996659238618887e+00 1.120000000000000000e+02 6.500000000000000000e+01
1.433999999999999986e+01 1.436802004452944814e+00 1.200000000000000000e+02 8.200000000000000000e+01
1.332000000000000028e+01 8.818163074019441661e-01 8.300000000000000000e+01 7.300000000000000000e+01
1.269999999999999929e+01 1.252996408614166723e+00 9.900000000000000000e+01 4.300000000000000000e+01
1.301999999999999957e+01 1.174563748802081919e+00 9.800000000000000000e+01 4.200000000000000000e+01
1.366000000000000014e+01 1.124455423749647798e+00 1.340000000000000000e+02 8.000000000000000000e+01
1.435999999999999943e+01 1.292439553712281031e+00 1.110000000000000000e+02 5.600000000000000000e+01
1.441999999999999993e+01 1.497865147468222302e+00 1.070000000000000000e+02 6.300000000000000000e+01
1.372000000000000064e+01 1.000799680255744395e+00 1.010000000000000000e+02 6.900000000000000000e+01
1.408000000000000007e+01 1.426043477598071041e+00 1.020000000000000000e+02 4.800000000000000000e+01
1.366000000000000014e+01 1.193482299826855275e+00 1.240000000000000000e+02 8.100000000000000000e+01
1.416000000000000014e+01 1.346996659238618887e+00 1.130000000000000000e+02 8.200000000000000000e+01
1.374000000000000021e+01 1.054703749874816854e+00 1.100000000000000000e+02 4.800000000000000000e+01
1.285999999999999943e+01 1.058489489791939242e+00 8.900000000000000000e+01 4.700000000000000000e+01
1.396000000000000085e+01 1.295530779256131693e+00 7.500000000000000000e+01 4.200000000000000000e+01
1.327999999999999936e+01 1.200666481584290679e+00 8.700000000000000000e+01 6.400000000000000000e+01
1.390000000000000036e+01 1.330413469565007167e+00 1.100000000000000000e+02 6.300000000000000000e+01
1.391999999999999993e+01 1.368795090581493845e+00 1.070000000000000000e+02 8.000000000000000000e+01
1.432000000000000028e+01 1.377534028617805051e+00 1.090000000000000000e+02 7.800000000000000000e+01
1.377999999999999936e+01 1.005783276854412600e+00 1.260000000000000000e+02 7.800000000000000000e+01
1.414000000000000057e+01 1.149086593777858045e+00 9.100000000000000000e+01 5.600000000000000000e+01
1.324000000000000021e+01 1.273734666247252623e+00 6.300000000000000000e+01 4.500000000000000000e+01
1.488000000000000078e+01 1.394847661933015459e+00 9.900000000000000000e+01 6.400000000000000000e+01
1.432000000000000028e+01 1.333266664999916529e+00 1.050000000000000000e+02 7.100000000000000000e+01
1.393999999999999950e+01 1.332816566523690849e+00 1.080000000000000000e+02 7.000000000000000000e+01
1.432000000000000028e+01 1.391977011304425194e+00 9.100000000000000000e+01 6.700000000000000000e+01
1.396000000000000085e+01 1.295530779256131693e+00 1.020000000000000000e+02 6.800000000000000000e+01
1.390000000000000036e+01 1.236931687685298265e+00 1.250000000000000000e+02 4.800000000000000000e+01
1.382000000000000028e+01 1.259999999999999787e+00 1.040000000000000000e+02 5.400000000000000000e+01
1.396000000000000085e+01 1.165504182746677220e+00 1.100000000000000000e+02 6.700000000000000000e+01
1.309999999999999964e+01 9.219544457292886408e-01 1.100000000000000000e+02 3.700000000000000000e+01
1.385999999999999943e+01 1.265069168069477668e+00 1.140000000000000000e+02 5.900000000000000000e+01
1.438000000000000078e+01 1.231097071720991476e+00 1.080000000000000000e+02 7.300000000000000000e+01
1.327999999999999936e+01 1.217209924376235097e+00 1.060000000000000000e+02 7.300000000000000000e+01
1.338000000000000078e+01 1.129424632279639962e+00 9.900000000000000000e+01 7.500000000000000000e+01
1.459999999999999964e+01 1.766352173265569370e+00 7.700000000000000000e+01 5.000000000000000000e+01
1.430000000000000071e+01 1.252996408614166723e+00 1.200000000000000000e+02 5.900000000000000000e+01
1.458000000000000007e+01 1.401285124448268915e+00 9.700000000000000000e+01 5.500000000000000000e+01
1.380000000000000071e+01 1.612451549659710048e+00 1.220000000000000000e+02 4.100000000000000000e+01
1.474000000000000021e+01 1.559615337190552120e+00 1.080000000000000000e+02 6.200000000000000000e+01
1.366000000000000014e+01 1.159482643250859368e+00 9.600000000000000000e+01 7.500000000000000000e+01
1.358000000000000007e+01 1.312859474582104724e+00 8.300000000000000000e+01 5.500000000000000000e+01
1.443999999999999950e+01 1.387948125831797830e+00 1.130000000000000000e+02 6.500000000000000000e+01
1.433999999999999986e+01 1.464377000638838355e+00 1.170000000000000000e+02 6.400000000000000000e+01
1.322000000000000064e+01 1.171153277756588063e+00 1.110000000000000000e+02 6.100000000000000000e+01
1.382000000000000028e+01 1.125877435603005683e+00 8.600000000000000000e+01 5.900000000000000000e+01
1.372000000000000064e+01 1.149608629055993259e+00 1.200000000000000000e+02 5.000000000000000000e+01
1.430000000000000071e+01 1.315294643796590446e+00 1.210000000000000000e+02 7.700000000000000000e+01
1.253999999999999915e+01 1.135077089893016922e+00 9.800000000000000000e+01 4.200000000000000000e+01
1.375999999999999979e+01 1.175755076535925481e+00 1.220000000000000000e+02 7.500000000000000000e+01
1.416000000000000014e+01 1.065082156455547935e+00 8.100000000000000000e+01 6.800000000000000000e+01
1.361999999999999922e+01 1.198165264060012669e+00 9.200000000000000000e+01 7.000000000000000000e+01
1.369999999999999929e+01 1.004987562112089172e+00 1.170000000000000000e+02 7.800000000000000000e+01
1.332000000000000028e+01 1.028396810574595310e+00 7.300000000000000000e+01 6.500000000000000000e+01
1.424000000000000021e+01 1.379275171965333335e+00 1.060000000000000000e+02 5.900000000000000000e+01
1.335999999999999943e+01 1.179152237838694051e+00 8.800000000000000000e+01 6.100000000000000000e+01
1.401999999999999957e+01 1.303687079018581052e+00 7.000000000000000000e+01 3.100000000000000000e+01
1.403999999999999915e+01 1.215894732285653035e+00 1.230000000000000000e+02 8.000000000000000000e+01
1.414000000000000057e+01 1.311640194565567574e+00 1.130000000000000000e+02 7.900000000000000000e+01
1.369999999999999929e+01 1.268857754044952157e+00 7.300000000000000000e+01 4.200000000000000000e+01
1.311999999999999922e+01 1.305986217385160630e+00 8.300000000000000000e+01 6.400000000000000000e+01
1.369999999999999929e+01 1.187434208703791683e+00 9.400000000000000000e+01 6.400000000000000000e+01
1.358000000000000007e+01 1.115168148756051858e+00 1.090000000000000000e+02 7.600000000000000000e+01
1.383999999999999986e+01 1.361763562443936371e+00 1.060000000000000000e+02 6.700000000000000000e+01
1.432000000000000028e+01 1.028396810574595310e+00 1.000000000000000000e+02 6.800000000000000000e+01
1.400000000000000000e+01 1.428285685708569952e+00 1.140000000000000000e+02 7.800000000000000000e+01
1.424000000000000021e+01 1.364697768738558414e+00 1.010000000000000000e+02 5.200000000000000000e+01
1.451999999999999957e+01 1.389100428334826942e+00 1.020000000000000000e+02 6.500000000000000000e+01
1.382000000000000028e+01 1.013706071797935149e+00 9.000000000000000000e+01 5.500000000000000000e+01
1.301999999999999957e+01 1.318938967503803905e+00 6.300000000000000000e+01 4.500000000000000000e+01
1.430000000000000071e+01 1.445683229480096088e+00 9.600000000000000000e+01 6.200000000000000000e+01
1.356000000000000050e+01 1.329059818066891996e+00 8.600000000000000000e+01 5.000000000000000000e+01
1.466000000000000014e+01 1.491442255000172690e+00 1.040000000000000000e+02 7.000000000000000000e+01
1.366000000000000014e+01 1.124455423749647798e+00 9.800000000000000000e+01 6.400000000000000000e+01
1.367999999999999972e+01 1.028396810574595310e+00 8.700000000000000000e+01 6.000000000000000000e+01
1.361999999999999922e+01 1.056219674120871588e+00 1.230000000000000000e+02 8.000000000000000000e+01
1.364000000000000057e+01 1.144727041700334791e+00 1.080000000000000000e+02 7.500000000000000000e+01
1.414000000000000057e+01 1.166361864945866689e+00 1.000000000000000000e+02 6.800000000000000000e+01
1.380000000000000071e+01 1.148912529307605679e+00 1.230000000000000000e+02 4.700000000000000000e+01
1.401999999999999957e+01 1.256821387469198026e+00 1.000000000000000000e+02 5.100000000000000000e+01
1.433999999999999986e+01 1.450655024463087139e+00 1.090000000000000000e+02 6.300000000000000000e+01
1.335999999999999943e+01 9.951884243699782306e-01 1.050000000000000000e+02 3.300000000000000000e+01
1.366000000000000014e+01 1.258729518204765085e+00 9.700000000000000000e+01 5.200000000000000000e+01
1.316000000000000014e+01 1.083697374731525276e+00 1.120000000000000000e+02 5.900000000000000000e+01
1.314000000000000057e+01 1.341789849417560632e+00 1.030000000000000000e+02 7.000000000000000000e+01
1.348000000000000043e+01 1.374627222195166532e+00 7.000000000000000000e+01 5.300000000000000000e+01
1.440000000000000036e+01 1.356465996625053405e+00 1.070000000000000000e+02 6.400000000000000000e+01
1.348000000000000043e+01 1.345213737664018971e+00 9.000000000000000000e+01 5.100000000000000000e+01
1.374000000000000021e+01 1.091970695577495931e+00 8.100000000000000000e+01 4.800000000000000000e+01
1.324000000000000021e+01 1.123565752415051300e+00 8.800000000000000000e+01 3.400000000000000000e+01
1.350000000000000000e+01 1.220655561573370296e+00 4.200000000000000000e+01 5.800000000000000000e+01
1.193999999999999950e+01 1.066020637698914308e+00 3.800000000000000000e+01 4.000000000000000000e+01
1.330000000000000071e+01 1.236931687685298265e+00 3.600000000000000000e+01 4.300000000000000000e+01
1.350000000000000000e+01 1.187434208703791683e+00 8.900000000000000000e+01 1.900000000000000000e+01
1.319999999999999929e+01 1.039230484541326494e+00 8.100000000000000000e+01 1.600000000000000000e+01
1.364000000000000057e+01 1.292439553712281031e+00 3.800000000000000000e+01 5.800000000000000000e+01
1.266000000000000014e+01 1.142103322821538702e+00 8.100000000000000000e+01 4.800000000000000000e+01
1.275999999999999979e+01 9.911609354691094387e-01 7.800000000000000000e+01 2.500000000000000000e+01
1.317999999999999972e+01 1.194822162499507456e+00 1.020000000000000000e+02 5.700000000000000000e+01
1.324000000000000021e+01 1.490771612286737824e+00 8.800000000000000000e+01 5.500000000000000000e+01
1.283999999999999986e+01 1.007174264961133492e+00 5.100000000000000000e+01 3.900000000000000000e+01
1.309999999999999964e+01 1.118033988749894903e+00 4.400000000000000000e+01 6.000000000000000000e+01
1.238000000000000078e+01 1.111575458527220395e+00 5.500000000000000000e+01 3.900000000000000000e+01
1.314000000000000057e+01 1.216716893940410493e+00 1.010000000000000000e+02 4.300000000000000000e+01
1.251999999999999957e+01 9.641576634555160119e-01 6.100000000000000000e+01 2.500000000000000000e+01
1.350000000000000000e+01 1.513274595042155557e+00 4.800000000000000000e+01 2.800000000000000000e+01
1.332000000000000028e+01 1.190630085290977247e+00 5.800000000000000000e+01 2.900000000000000000e+01
1.241999999999999993e+01 9.610411021387170738e-01 6.100000000000000000e+01 3.700000000000000000e+01
1.348000000000000043e+01 1.024499877989255792e+00 7.300000000000000000e+01 4.000000000000000000e+01
1.272000000000000064e+01 1.114271062174729598e+00 3.400000000000000000e+01 4.100000000000000000e+01
1.298000000000000043e+01 1.048618138313466286e+00 3.200000000000000000e+01 4.200000000000000000e+01
1.282000000000000028e+01 1.275774274705364864e+00 6.400000000000000000e+01 4.300000000000000000e+01
1.259999999999999964e+01 1.296148139681571942e+00 6.000000000000000000e+01 3.500000000000000000e+01
1.375999999999999979e+01 1.068831137270990883e+00 8.200000000000000000e+01 7.400000000000000000e+01
1.293999999999999950e+01 1.173200750084997468e+00 7.900000000000000000e+01 5.000000000000000000e+01
1.280000000000000071e+01 1.058300524425836331e+00 3.700000000000000000e+01 4.600000000000000000e+01
1.230000000000000071e+01 1.374772708486752038e+00 2.500000000000000000e+01 3.800000000000000000e+01
1.280000000000000071e+01 1.248999599679679662e+00 6.900000000000000000e+01 4.600000000000000000e+01
1.267999999999999972e+01 1.066583330077870650e+00 9.700000000000000000e+01 6.900000000000000000e+01
1.327999999999999936e+01 9.600000000000000755e-01 8.600000000000000000e+01 3.900000000000000000e+01
1.361999999999999922e+01 1.508509197850646188e+00 8.500000000000000000e+01 5.900000000000000000e+01
1.269999999999999929e+01 1.252996408614166945e+00 5.000000000000000000e+01 4.000000000000000000e+01
1.283999999999999986e+01 1.119999999999999885e+00 7.700000000000000000e+01 5.100000000000000000e+01
1.300000000000000000e+01 1.077032961426900748e+00 2.900000000000000000e+01 5.300000000000000000e+01
1.372000000000000064e+01 1.600499921899404709e+00 7.400000000000000000e+01 4.700000000000000000e+01
1.269999999999999929e+01 9.643650760992955595e-01 4.800000000000000000e+01 5.100000000000000000e+01
1.309999999999999964e+01 1.268857754044952157e+00 7.900000000000000000e+01 6.000000000000000000e+01
1.300000000000000000e+01 1.183215956619923181e+00 4.800000000000000000e+01 5.000000000000000000e+01
1.338000000000000078e+01 9.775479527879950004e-01 6.700000000000000000e+01 5.400000000000000000e+01
1.296000000000000085e+01 1.413647763765783161e+00 6.600000000000000000e+01 4.400000000000000000e+01
1.290000000000000036e+01 1.100000000000000089e+00 3.700000000000000000e+01 4.600000000000000000e+01
1.364000000000000057e+01 1.382172203453679638e+00 1.010000000000000000e+02 3.800000000000000000e+01
1.435999999999999943e+01 1.596997182214170419e+00 7.500000000000000000e+01 4.500000000000000000e+01
1.196000000000000085e+01 1.057544325312182787e+00 5.200000000000000000e+01 3.500000000000000000e+01
1.209999999999999964e+01 1.100000000000000089e+00 5.100000000000000000e+01 4.600000000000000000e+01
1.182000000000000028e+01 1.125877435603005683e+00 3.400000000000000000e+01 2.300000000000000000e+01
1.309999999999999964e+01 1.153256259467079436e+00 4.800000000000000000e+01 2.900000000000000000e+01
1.353999999999999915e+01 1.236284756842047194e+00 7.900000000000000000e+01 4.600000000000000000e+01
1.341999999999999993e+01 1.401285124448268915e+00 3.800000000000000000e+01 5.500000000000000000e+01
1.335999999999999943e+01 1.212600511297929451e+00 4.500000000000000000e+01 2.600000000000000000e+01
1.330000000000000071e+01 1.526433752247374986e+00 8.600000000000000000e+01 3.100000000000000000e+01
1.298000000000000043e+01 1.191469680688518551e+00 6.500000000000000000e+01 4.500000000000000000e+01
1.343999999999999950e+01 1.151694403911037501e+00 4.000000000000000000e+01 5.800000000000000000e+01
1.217999999999999972e+01 1.194822162499507456e+00 3.100000000000000000e+01 3.900000000000000000e+01
1.291999999999999993e+01 1.197330363767661332e+00 3.300000000000000000e+01 4.200000000000000000e+01
1.319999999999999929e+01 1.248999599679679662e+00 3.400000000000000000e+01 5.500000000000000000e+01
1.246000000000000085e+01 1.135077089893016922e+00 7.600000000000000000e+01 2.800000000000000000e+01
1.216000000000000014e+01 8.333066662399861713e-01 5.500000000000000000e+01 1.800000000000000000e+01
